Date,City,Coffee Type,Price,Cups Sold,Revenue
2023-07-18,Surat,Café Touba,3.3,22,72.6
2023-06-21,Singapore,Café jasmine latte,5.65,9,50.85
2023-01-11,Budapest,Café rosehip latte,3.18,28,89.04
2023-04-02,Beijing,Bulletproof Coffee,8.93,24,214.32
2023-09-10,Mumbai,Café ginger latte,2.14,37,79.18
2023-02-07,Buenos Aires,Café butter pecan latte,2.95,16,47.2
2023-04-04,Dubai,Café flan latte,6.7,20,134.0
2023-07-28,Auckland,Café allspice latte,4.61,16,73.76
2023-10-05,Zurich,Café pineapple latte,7.06,24,169.44
2023-08-11,Tokyo,Café cinnamon mocha,8.22,30,246.6
2023-03-14,Sydney,Café latte macchiato,6.83,19,129.77
2023-11-16,Istanbul,Café blueberry latte,4.6,31,142.6
2023-09-21,New York,Café London fog,11.23,10,112.3
2023-12-02,Madrid,Café lavender latte,4.72,41,193.52
2023-04-02,Madrid,Café cannoli latte,4.27,42,179.34
2023-09-03,Jakarta,Café blueberry latte,2.01,20,40.2
2023-06-29,Sydney,Café jackfruit latte,6.7,9,60.3
2023-09-10,Beijing,Café matcha latte,5.28,19,100.32
2023-03-27,Hanoi,Cafe con Leche,4.23,15,63.45
2023-04-06,Zurich,Café con Panna,12.44,25,311.0
2023-07-24,Kathmandu,Café turmeric latte,1.89,11,20.79
2023-05-13,Prague,Café con Hielo,5.57,42,233.94
2023-11-01,Zurich,Café starfruit latte,7.6,39,296.4
2023-11-21,Auckland,Mocha,7.2,14,100.8
2023-02-03,Mumbai,Café clove latte,2.5,11,27.5
2023-06-08,Kathmandu,Café kumquat latte,2.0,17,34.0
2023-07-21,Seoul,Nitro Coffee,6.44,9,57.96
2023-11-09,Paris,Café banana latte,5.44,23,125.12
2023-11-06,Berlin,Café mocha frappé,7.39,11,81.29
2023-03-02,Riyadh,Café vanilla latte,4.27,26,111.02
2023-05-21,Singapore,Café s'mores latte,6.98,19,132.62
2023-10-28,Bogotá,Café white chocolate mocha,4.45,26,115.7
2023-12-02,Bangalore,Café spiced mocha,3.05,28,85.4
2023-04-09,Paris,Ristretto,4.58,27,123.66
2023-11-22,Brussels,Café frappé,7.63,33,251.79
2023-04-06,Warsaw,Café caramel mocha,4.43,29,128.47
2023-03-30,Auckland,Café saffron latte,5.17,24,124.08
2023-05-04,Delhi,Café pumpkin spice latte,3.18,8,25.44
2023-09-26,Hanoi,Affogato,3.25,26,84.5
2023-09-07,Cape Town,Café cinnamon mocha,4.04,11,44.44
2023-03-07,Taipei,Café s'mores latte,5.14,15,77.1
2023-11-03,Bogotá,Café strawberry latte,2.5,28,70.0
2023-06-22,Amsterdam,Café almond latte,7.35,20,147.0
2023-03-22,Bangkok,Café dark chocolate mocha,3.49,8,27.92
2023-07-16,London,Café churro latte,8.61,60,516.6
2023-12-09,Lagos,Café lemongrass latte,2.26,44,99.44
2023-07-02,Kathmandu,Café cranberry latte,1.8,33,59.4
2023-06-24,Cape Town,Doppio,3.05,34,103.7
2023-09-17,Bangalore,Café breadfruit latte,2.9,12,34.8
2023-05-12,Bangkok,Frappuccino,4.27,15,64.05
2023-04-18,Dubai,Café golden latte,7.64,24,183.36
2023-07-21,Melbourne,Café mocha frappé,7.34,18,132.12
2023-02-12,Buenos Aires,Café con Hielo,5.18,36,186.48
2023-09-07,Lagos,Café hazelnut mocha,2.51,29,72.79
2023-01-22,London,Café butter pecan latte,7.42,20,148.4
2023-02-07,Sydney,Café royale,9.53,13,123.89
2023-01-13,Athens,Café soursop latte,5.45,22,119.9
2023-02-21,New York,Café strawberry latte,8.12,24,194.88
2023-10-16,Paris,Doppio,4.55,18,81.9
2023-02-15,Tel Aviv,Café lychee latte,6.62,19,125.78
2023-11-18,Lima,Café toffee nut latte,2.65,55,145.75
2023-08-16,Delhi,Americano,1.96,19,37.24
2023-04-30,Istanbul,Café caramel macchiato,5.34,40,213.6
2023-07-16,Copenhagen,Affogato,9.7,36,349.2
2023-01-27,Johannesburg,Cortado,3.81,13,49.53
2023-10-25,Oslo,Café banana latte,8.6,16,137.6
2023-06-12,Amsterdam,Irish Coffee,9.36,29,271.44
2023-04-15,Rome,Café con Hielo,7.76,20,155.2
2023-07-24,Lisbon,Café pineapple latte,4.25,22,93.5
2023-06-01,Bangalore,Turkish Coffee,3.3,20,66.0
2023-12-09,Dhaka,Irish Coffee,2.52,27,68.04
2023-08-30,Berlin,Café pumpkin pie latte,6.21,14,86.94
2023-03-06,Bogotá,Café caramel mocha,4.13,26,107.38
2023-11-18,Seoul,Café royale,7.78,57,443.46
2023-08-05,Dubai,Café saffron latte,6.23,34,211.82
2023-09-28,Karachi,Café pumpkin pie latte,2.57,14,35.98
2023-06-18,Hong Kong,Café vanilla latte,8.57,30,257.1
2023-06-15,Copenhagen,Café mocha frappé,9.07,13,117.91
2023-11-05,Auckland,Café chestnut latte,5.14,49,251.86
2023-08-25,Bangalore,Café caramel macchiato,2.01,15,30.15
2023-07-08,Copenhagen,Café lemongrass latte,8.04,23,184.92
2023-06-24,Istanbul,Café maple walnut latte,6.04,18,108.72
2023-02-07,Taipei,Café butter pecan latte,5.51,10,55.1
2023-08-03,Singapore,Café clove latte,5.21,15,78.15
2023-04-29,Istanbul,Café longan latte,5.85,38,222.3
2023-07-23,Dubai,Cold Brew,7.5,69,517.5
2023-06-06,Lagos,Café persimmon latte,2.16,21,45.36
2023-04-10,Manila,Café breadfruit latte,3.2,23,73.6
2023-11-13,Taipei,Café Miel,6.4,39,249.6
2023-08-09,Taipei,Café cinnamon mocha,6.81,20,136.2
2023-08-21,Athens,Café blackberry latte,5.62,12,67.44
2023-11-12,Sydney,Café date latte,8.0,49,392.0
2023-03-01,Bogotá,Café churro latte,3.53,15,52.95
2023-08-26,Bogotá,Café Viennois,3.98,39,155.22
2023-08-15,Rome,Cafe Zorro,8.18,27,220.86
2023-04-05,Singapore,Café royale,9.41,14,131.74
2023-12-29,Buenos Aires,Café toffee nut latte,2.43,22,53.46
2023-04-06,Dubai,Café maple walnut latte,6.61,8,52.88
2023-07-04,Singapore,Café caramel macchiato,6.5,13,84.5
2023-11-23,Berlin,Café pumpkin spice latte,6.91,16,110.56
2023-02-25,Kuala Lumpur,Café Marocchino,4.29,41,175.89
2023-08-20,Manila,Café salak latte,2.38,37,88.06
2023-02-26,Athens,Café pineapple latte,5.45,43,234.35
2023-09-22,Santiago,Latte,4.51,22,99.22
2023-04-07,Delhi,Café earl grey latte,2.3,16,36.8
2023-01-04,Zurich,Café blackberry latte,6.97,30,209.1
2023-12-06,Seoul,Latte,4.53,13,58.89
2023-07-21,Copenhagen,Americano,5.78,11,63.58
2023-05-11,Tel Aviv,Cafe Breve,7.48,27,201.96
2023-12-02,Tokyo,Café nutmeg latte,7.95,70,556.5
2023-04-09,Auckland,Café raspberry latte,6.37,29,184.73
2023-08-25,Beijing,Other,7.36,10,73.6
2023-05-10,Casablanca,Macchiato,2.65,14,37.1
2023-11-08,Dubai,Café dulce de leche latte,5.62,10,56.2
2023-11-03,Bangalore,Cafe au Lait,3.79,22,83.38
2023-08-12,Tel Aviv,Café frappé,6.93,25,173.25
2023-06-24,Rome,Café caramel macchiato,5.51,37,203.87
2023-10-08,Stockholm,Café soursop latte,6.74,26,175.24
2023-10-15,Karachi,Nitro Coffee,2.86,26,74.36
2023-01-07,Warsaw,Café pecan latte,4.54,44,199.76
2023-07-28,Tel Aviv,Café jackfruit latte,5.27,29,152.83
2023-06-12,Brussels,Café acai latte,5.51,24,132.24
2023-03-29,Bangalore,Café Marocchino,3.16,16,50.56
2023-01-11,London,Cortado,6.53,26,169.78
2023-06-01,Dubai,Café pumpkin pie latte,5.32,16,85.12
2023-02-24,Singapore,Café Marocchino,10.45,12,125.4
2023-10-27,Santiago,Iced Coffee,5.15,27,139.05
2023-10-07,Bangalore,Café guava latte,3.23,36,116.28
2023-12-10,Sydney,Café hibiscus latte,6.37,57,363.09
2023-01-02,Bogotá,Café pineapple latte,3.03,27,81.81
2023-04-22,Lagos,Café caramel mocha,2.28,40,91.2
2023-07-08,Jakarta,Café white chocolate mocha,3.76,41,154.16
2023-09-15,Kuala Lumpur,Café chamomile latte,3.6,26,93.6
2023-12-13,Beijing,Café hibiscus latte,6.44,24,154.56
2023-12-20,Seoul,Café raspberry latte,6.38,24,153.12
2023-06-17,Madrid,Café cardamom latte,6.45,29,187.05
2023-11-18,Brussels,Iced Coffee,8.26,59,487.34
2023-06-12,Berlin,Turkish Coffee,7.05,15,105.75
2023-09-09,Mumbai,Cafe Zorro,3.99,37,147.63
2023-10-19,Taipei,Café pineapple latte,4.09,17,69.53
2023-12-24,London,Café con Panna,9.01,67,603.67
2023-07-21,Brussels,Café cherimoya latte,5.43,11,59.73
2023-04-06,Dhaka,Café cinnamon mocha,2.98,16,47.68
2023-10-23,Cairo,Espresso,2.07,16,33.12
2023-04-06,Delhi,Café glacé,3.13,10,31.3
2023-10-14,Karachi,Café dragon fruit latte,1.94,28,54.32
2023-03-03,Sydney,Café royale,9.27,17,157.59
2023-05-25,London,Café allspice latte,7.51,28,210.28
2023-05-10,Sydney,Café butter pecan latte,6.29,20,125.8
2023-10-25,Kuala Lumpur,Black Eye,3.09,13,40.17
2023-01-27,Lagos,Red Eye,1.46,22,32.12
2023-06-13,Sydney,Café banana latte,7.48,18,134.64
2023-08-13,Singapore,Café ginger latte,6.63,24,159.12
2023-02-17,Zurich,Café guava latte,9.07,11,99.77
2023-11-21,Brussels,Café cherimoya latte,5.13,11,56.43
2023-06-25,New York,Café pumpkin pie latte,8.61,46,396.06
2023-03-20,Stockholm,Café earl grey latte,7.87,29,228.23
2023-04-06,Amsterdam,Café dulce de leche latte,5.64,23,129.72
2023-01-11,Lima,Café chestnut latte,2.94,9,26.46
2023-06-14,Dubai,Café royale,11.44,15,171.6
2023-03-29,Zurich,Café kumquat latte,7.89,18,142.02
2023-02-20,Jakarta,Café cannoli latte,2.13,19,40.47
2023-11-19,Dhaka,Café jasmine latte,2.14,15,32.1
2023-01-24,Warsaw,Café strawberry latte,2.92,18,52.56
2023-04-29,Beijing,Café clove latte,5.73,49,280.77
2023-09-29,Mexico City,Café tiramisu latte,3.85,24,92.4
2023-04-16,Surat,Café cannoli latte,2.38,22,52.36
2023-09-20,Hong Kong,Macchiato,6.58,30,197.4
2023-07-15,Bangkok,Mocha,4.6,19,87.4
2023-07-05,New York,Café turmeric latte,7.14,24,171.36
2023-02-26,Paris,Cafe de Olla,9.46,49,463.54
2023-12-31,Amsterdam,Café starfruit latte,7.12,42,299.04
2023-04-24,Dubai,Café peppermint latte,7.79,9,70.11
2023-10-13,Buenos Aires,Café ginger latte,3.82,8,30.56
2023-03-12,Paris,Café rose latte,8.0,33,264.0
2023-09-05,Casablanca,Café vanilla latte,3.76,16,60.16
2023-03-21,Mumbai,Bulletproof Coffee,4.2,20,84.0
2023-01-18,Paris,Café pineapple latte,5.68,24,136.32
2023-12-25,Berlin,Café oat latte,6.68,37,247.16
2023-06-23,Buenos Aires,Café pumpkin pie latte,3.26,12,39.12
2023-05-25,Dhaka,Café hibiscus latte,1.97,23,45.31
2023-02-14,Istanbul,Café lavender latte,5.25,10,52.5
2023-09-18,Lisbon,Café spiced turmeric latte,4.96,16,79.36
2023-08-08,Santiago,Café rosehip latte,2.92,14,40.88
2023-04-16,Toronto,Café vanilla latte,5.71,38,216.98
2023-07-27,Nairobi,Café cinnamon roll latte,2.38,12,28.56
2023-04-02,Tel Aviv,Café hibiscus latte,6.54,16,104.64
2023-05-19,Vienna,Café persimmon latte,5.75,17,97.75
2023-03-17,Riyadh,Cafe de Olla,7.23,22,159.06
2023-12-05,Mumbai,Cappuccino,2.01,23,46.23
2023-02-23,Toronto,Café durian latte,6.4,17,108.8
2023-10-12,Shanghai,Café lychee latte,5.77,26,150.02
2023-12-06,Singapore,Café blueberry latte,6.87,29,199.23
2023-09-17,Amsterdam,Café churro latte,6.85,50,342.5
2023-05-01,Casablanca,Irish Coffee,3.9,10,39.0
2023-01-04,Istanbul,Macchiato,4.87,24,116.88
2023-07-16,New York,Café pistachio latte,7.44,39,290.16
2023-12-20,Kathmandu,Iced Coffee,2.63,22,57.86
2023-10-23,Berlin,Café jasmine latte,6.38,15,95.7
2023-05-13,Cape Town,Irish Coffee,5.52,44,242.88
2023-11-14,Rome,Café lavender latte,4.83,16,77.28
2023-08-24,Kathmandu,Café dark chocolate mocha,2.59,28,72.52
2023-10-07,Karachi,Café date latte,1.83,31,56.73
2023-02-03,Warsaw,Other,4.39,24,105.36
2023-12-20,Amsterdam,Café flan latte,7.08,15,106.2
2023-04-06,Buenos Aires,Café lavender latte,3.15,27,85.05
2023-10-23,Oslo,Café clove latte,5.41,28,151.48
2023-08-20,Zurich,Café durian latte,8.43,44,370.92
2023-07-31,London,Café peppermint mocha,9.69,25,242.25
2023-07-13,Sydney,Red Eye,4.0,21,84.0
2023-03-09,Lagos,Café chamomile latte,1.73,30,51.9
2023-12-02,Vienna,Café London fog,9.46,24,227.04
2023-07-26,Cape Town,Café dragon fruit latte,3.56,10,35.6
2023-10-10,Tokyo,Café Viennois,9.7,30,291.0
2023-03-04,London,Café soy latte,5.9,28,165.2
2023-02-18,Bangalore,Bulletproof Coffee,4.1,21,86.1
2023-08-04,Dubai,Espresso,4.93,15,73.95
2023-08-28,Hanoi,Café earl grey latte,2.28,27,61.56
2023-06-25,Brussels,Café dragon fruit latte,5.2,35,182.0
2023-11-02,Zurich,Café jasmine latte,6.54,36,235.44
2023-02-24,Warsaw,Café gingerbread mocha,4.63,24,111.12
2023-04-16,Stockholm,Café Touba,10.82,20,216.4
2023-09-11,Athens,Café mocha frappé,6.63,23,152.49
2023-03-06,Tokyo,Café longan latte,7.73,20,154.6
2023-11-25,Paris,Café coconut latte,6.88,20,137.6
2023-04-11,Sydney,Café latte macchiato,5.49,11,60.39
2023-08-10,São Paulo,Café ginger latte,3.7,13,48.1
2023-07-06,Auckland,Café earl grey latte,6.29,20,125.8
2023-05-22,Bangkok,Café lychee latte,2.83,16,45.28
2023-06-28,Karachi,Café Miel,3.17,15,47.55
2023-09-17,Surat,Café nutmeg latte,1.61,27,43.47
2023-06-01,Lima,Cafe Zorro,4.86,21,102.06
2023-01-15,Surat,Café hazelnut latte,1.7,26,44.2
2023-07-21,Warsaw,Café saffron latte,3.37,20,67.4
2023-04-17,Oslo,Café rose latte,6.15,17,104.55
2023-10-22,Dubai,Café gingerbread mocha,10.17,19,193.23
2023-04-03,Bangalore,Black Eye,1.39,15,20.85
2023-05-31,Taipei,Café white chocolate mocha,7.17,9,64.53
2023-02-23,Brussels,Café cannoli latte,6.39,12,76.68
2023-03-19,Prague,Cafe Cubano,6.05,40,242.0
2023-03-06,Delhi,Flat White,2.89,19,54.91
2023-06-25,Bangalore,Red Eye,1.73,24,41.52
2023-05-18,Nairobi,Cafe Zorro,4.43,17,75.31
2023-09-12,Lima,Café quince latte,3.87,23,89.01
2023-07-26,Dhaka,Café caramel macchiato,2.23,12,26.76
2023-02-15,Cairo,Café frappé,3.67,29,106.43
2023-07-13,Karachi,Café churro latte,2.06,17,35.02
2023-02-01,Hanoi,Café toffee nut latte,2.82,15,42.3
2023-11-05,Zurich,Café golden latte,7.37,46,339.02
2023-07-26,Prague,Café cherimoya latte,3.49,16,55.84
2023-07-24,Dubai,Café blueberry latte,5.74,26,149.24
2023-03-12,Mexico City,Café jasmine latte,3.07,19,58.33
2023-01-18,Bangalore,Café cherimoya latte,2.59,8,20.72
2023-09-26,Surat,Café breadfruit latte,2.29,11,25.19
2023-12-29,Seoul,Café Touba,7.7,40,308.0
2023-09-14,Santiago,Café vanilla latte,3.92,19,74.48
2023-12-31,Taipei,Café almond latte,4.78,65,310.7
2023-09-26,Johannesburg,Café flan latte,4.2,19,79.8
2023-10-04,Brussels,Café soursop latte,6.96,29,201.84
2023-09-02,Berlin,Cafe con Leche,8.69,49,425.81
2023-01-01,Colombo,Flat White,1.82,26,47.32
2023-01-25,Rome,Café pineapple latte,4.06,13,52.78
2023-08-05,Lima,Café Viennois,4.76,38,180.88
2023-08-23,Tel Aviv,Latte,6.61,11,72.71
2023-04-24,Athens,Café Liégeois,7.29,29,211.41
2023-06-24,Shanghai,Café spiced turmeric latte,6.38,61,389.18
2023-07-19,Paris,Café dragon fruit latte,6.12,17,104.04
2023-08-13,Rome,Café spiced turmeric latte,5.84,70,408.8
2023-03-30,Tel Aviv,Café cardamom latte,6.71,24,161.04
2023-10-08,Berlin,Café pecan latte,4.66,40,186.4
2023-04-14,Copenhagen,Macchiato,7.22,22,158.84
2023-09-01,Kuala Lumpur,Café walnut latte,4.08,13,53.04
2023-04-04,Singapore,Café pomegranate latte,7.19,26,186.94
2023-12-03,Kuala Lumpur,Café clove latte,4.48,36,161.28
2023-07-04,Oslo,Café mango latte,6.37,19,121.03
2023-04-30,Paris,Café matcha latte,5.9,19,112.1
2023-11-05,Tel Aviv,Iced Coffee,6.91,36,248.76
2023-10-26,Prague,Café maple walnut latte,4.6,26,119.6
2023-09-09,Singapore,Café mangosteen latte,8.0,37,296.0
2023-09-02,Santiago,Café passion fruit latte,3.69,50,184.5
2023-09-13,Singapore,Café tiramisu latte,7.33,21,153.93
2023-02-09,Beijing,Café gingerbread mocha,7.11,12,85.32
2023-02-05,São Paulo,Café pumpkin spice latte,3.58,27,96.66
2023-08-02,Toronto,Café dragon fruit latte,6.03,21,126.63
2023-08-21,Karachi,Café dragon fruit latte,2.3,20,46.0
2023-10-28,Casablanca,Café quince latte,2.84,21,59.64
2023-05-02,New York,Café guava latte,8.86,27,239.22
2023-04-16,Seoul,Café breadfruit latte,4.78,56,267.68
2023-06-09,Sydney,Café ginger latte,5.57,13,72.41
2023-09-08,Kuala Lumpur,Café flan latte,4.4,14,61.6
2023-04-09,Bangalore,Café peppermint latte,2.8,21,58.8
2023-02-24,Lagos,Ristretto,1.14,16,18.24
2023-05-24,Bangkok,Café pomegranate latte,3.58,29,103.82
2023-10-27,London,Café London fog,8.31,9,74.79
2023-07-23,Bogotá,Café date latte,2.63,24,63.12
2023-03-03,Johannesburg,Café lavender latte,4.39,25,109.75
2023-12-02,Auckland,Café caramel mocha,5.83,42,244.86
2023-09-20,Melbourne,Cafe Zorro,6.72,12,80.64
2023-03-08,Auckland,Cold Brew,5.79,30,173.7
2023-09-12,Mumbai,Café cherimoya latte,2.17,12,26.04
2023-04-10,Singapore,Café lavender latte,5.71,15,85.65
2023-03-28,Seoul,Café mocha frappé,7.95,13,103.35
2023-01-18,Cape Town,Café s'mores latte,4.15,23,95.45
2023-10-08,New York,Café kumquat latte,5.7,28,159.6
2023-04-28,São Paulo,Café chestnut latte,3.79,16,60.64
2023-09-16,Stockholm,Café s'mores latte,7.05,17,119.85
2023-08-01,Athens,Cafe Breve,5.7,19,108.3
2023-09-12,Riyadh,Café mangosteen latte,5.03,25,125.75
2023-01-01,Seoul,Café chestnut latte,6.27,40,250.8
2023-07-19,São Paulo,Café cardamom latte,3.44,28,96.32
2023-03-05,Surat,Café cinnamon roll latte,1.96,23,45.08
2023-05-27,Kuala Lumpur,Café pumpkin pie latte,4.4,18,79.2
2023-12-03,Surat,Cafe Zorro,3.44,37,127.28
2023-06-03,Tel Aviv,Café spiced mocha,8.2,28,229.6
2023-01-16,Amsterdam,Café quince latte,6.69,12,80.28
2023-01-16,Beijing,Café golden latte,4.09,8,32.72
2023-01-31,Kuala Lumpur,Café hazelnut latte,4.03,8,32.24
2023-06-24,Vienna,Café butter pecan latte,6.74,43,289.82
2023-07-15,Beijing,Café rosehip latte,5.28,44,232.32
2023-02-09,Mexico City,Café con Panna,5.45,11,59.95
2023-08-23,Warsaw,Iced Coffee,5.3,28,148.4
2023-10-17,Lisbon,Café quince latte,4.11,18,73.98
2023-11-27,Colombo,Café soursop latte,2.1,35,73.5
2023-04-05,Lisbon,Café passion fruit latte,5.53,18,99.54
2023-09-11,Manila,Black Eye,2.24,29,64.96
2023-10-23,Amsterdam,Café clove latte,7.35,24,176.4
2023-06-04,Seoul,Other,8.03,25,200.75
2023-06-10,Casablanca,Café Miel,5.05,47,237.35
2023-09-30,Istanbul,Café apple pie latte,4.2,60,252.0
2023-11-17,Zurich,Bulletproof Coffee,9.28,22,204.16
2023-03-23,Johannesburg,Café kumquat latte,3.89,9,35.01
2023-12-02,Brussels,Café mixed berry latte,6.87,42,288.54
2023-12-24,Lima,Macchiato,3.61,61,220.21
2023-12-26,Seoul,Café mango latte,4.58,26,119.08
2023-01-22,Seoul,Café kumquat latte,4.0,21,84.0
2023-02-13,Tokyo,Café caramel macchiato,7.23,26,187.98
2023-12-21,Hanoi,Café turmeric latte,2.54,36,91.44
2023-04-22,Santiago,Café macadamia latte,4.17,31,129.27
2023-12-06,Shanghai,Café strawberry latte,5.35,36,192.6
2023-12-11,Amsterdam,Café chestnut latte,5.13,31,159.03
2023-07-21,Lima,Café cinnamon roll latte,3.43,16,54.88
2023-08-15,Colombo,Café durian latte,1.7,19,32.3
2023-12-01,Brussels,Café acai latte,5.96,32,190.72
2023-04-18,Colombo,Café butter pecan latte,2.22,8,17.76
2023-12-28,Lisbon,Café hazelnut latte,5.65,36,203.4
2023-11-04,Buenos Aires,Café pineapple latte,3.1,61,189.1
2023-09-27,Johannesburg,Café chamomile latte,4.14,13,53.82
2023-10-14,Rome,Café churro latte,5.06,40,202.4
2023-05-11,Manila,Café cinnamon roll latte,3.0,10,30.0
2023-09-11,Amsterdam,Café turmeric ginger latte,6.51,16,104.16
2023-12-23,Amsterdam,Café cinnamon roll latte,6.62,62,410.44
2023-06-07,Delhi,Café Touba,3.51,16,56.16
2023-11-07,Lisbon,Affogato,7.96,29,230.84
2023-02-04,Mexico City,Café sapodilla latte,4.35,50,217.5
2023-10-10,Madrid,Cafe au Lait,7.39,18,133.02
2023-07-04,Cairo,Café dark chocolate mocha,3.99,27,107.73
2023-07-08,Warsaw,Café London fog,5.8,18,104.4
2023-08-12,Buenos Aires,Cafe con Leche,4.81,31,149.11
2023-01-20,Brussels,Café tropical latte,5.88,10,58.8
2023-08-31,Surat,Café soy latte,1.85,16,29.6
2023-05-14,Taipei,Café caramel macchiato,5.64,25,141.0
2023-03-24,Sydney,Café tres leches latte,7.32,24,175.68
2023-07-11,Stockholm,Cafe con Leche,8.58,17,145.86
2023-03-06,Oslo,Café spiced mocha,10.67,29,309.43
2023-02-13,Karachi,Cold Brew,2.75,21,57.75
2023-05-03,Lima,Café cannoli latte,3.71,16,59.36
2023-04-21,Zurich,Latte,8.21,16,131.36
2023-03-14,Kuala Lumpur,Café glacé,4.61,19,87.59
2023-03-26,Colombo,Café cinnamon roll latte,1.77,47,83.19
2023-09-29,Karachi,Café lemongrass latte,1.99,19,37.81
2023-10-13,Kathmandu,Café walnut latte,1.99,26,51.74
2023-08-27,Zurich,Cafe au Lait,12.25,40,490.0
2023-11-04,London,Café Touba,10.18,28,285.04
2023-09-24,Rome,Café spiced mocha,6.3,43,270.9
2023-12-22,Santiago,Vienna Coffee,6.05,18,108.9
2023-08-18,Copenhagen,Café cranberry latte,6.85,28,191.8
2023-06-04,Madrid,Cortado,4.05,32,129.6
2023-03-02,Lima,Café kumquat latte,2.98,29,86.42
2023-06-10,Beijing,Café almond latte,5.7,18,102.6
2023-03-08,Auckland,Café oat latte,5.19,12,62.28
2023-10-05,Zurich,Café jasmine latte,7.67,14,107.38
2023-09-21,Auckland,Café Touba,7.75,15,116.25
2023-12-01,Sydney,Bulletproof Coffee,8.01,14,112.14
2023-05-11,Lima,Café jackfruit latte,3.49,17,59.33
2023-01-11,Beijing,Café saffron latte,4.96,28,138.88
2023-06-25,Riyadh,Café peppermint latte,4.03,18,72.54
2023-04-07,Cairo,Cafe Zorro,3.55,21,74.55
2023-01-22,Jakarta,Café frappé,3.41,36,122.76
2023-01-18,Nairobi,Café rosehip latte,2.39,11,26.29
2023-04-01,Copenhagen,Iced Coffee,7.99,31,247.69
2023-09-18,Bangalore,Café caramel macchiato,2.37,23,54.51
2023-10-08,Dubai,Café dark chocolate mocha,9.27,24,222.48
2023-09-13,Johannesburg,Black Eye,2.45,25,61.25
2023-07-07,Paris,Bulletproof Coffee,8.25,13,107.25
2023-10-24,New York,Cortado,8.78,28,245.84
2023-06-17,Cairo,Café London fog,3.62,41,148.42
2023-04-05,Cape Town,Iced Coffee,4.39,16,70.24
2023-01-13,Santiago,Turkish Coffee,4.97,9,44.73
2023-03-15,Seoul,Café spiced turmeric latte,6.18,32,197.76
2023-10-22,Kuala Lumpur,Café pineapple latte,4.54,44,199.76
2023-04-09,Taipei,Café Marocchino,7.86,38,298.68
2023-04-03,Oslo,Café strawberry latte,7.72,18,138.96
2023-03-17,Bogotá,Café lemongrass latte,2.68,24,64.32
2023-07-24,Paris,Café clove latte,5.67,15,85.05
2023-04-05,Tel Aviv,Cafe Breve,8.13,11,89.43
2023-01-16,Oslo,Café saffron latte,6.89,13,89.57
2023-10-26,Budapest,Café spiced mocha,5.56,8,44.48
2023-04-28,Paris,Café cranberry latte,5.56,14,77.84
2023-05-02,Delhi,Café Marocchino,4.2,13,54.6
2023-10-03,Casablanca,Café jackfruit latte,3.81,22,83.82
2023-09-20,Warsaw,Café coconut cream latte,4.5,24,108.0
2023-08-07,Istanbul,Café turmeric ginger latte,5.11,33,168.63
2023-01-23,Surat,Café jasmine latte,2.05,9,18.45
2023-12-13,Kuala Lumpur,Café lavender latte,3.94,37,145.78
2023-12-19,Auckland,Frappuccino,5.97,20,119.4
2023-06-29,Auckland,Café chai latte,4.23,26,109.98
2023-03-12,Amsterdam,Café chai latte,6.5,47,305.5
2023-01-30,Taipei,Café guava latte,3.73,10,37.3
2023-04-02,Berlin,Cafe au Lait,8.85,35,309.75
2023-01-24,Santiago,Café frappé,4.72,19,89.68
2023-12-31,Kuala Lumpur,Café dark chocolate mocha,4.42,57,251.94
2023-01-29,Budapest,Café ginger latte,3.84,30,115.2
2023-11-10,Bogotá,Café Viennois,3.64,33,120.12
2023-12-14,Kuala Lumpur,Café pineapple latte,4.38,33,144.54
2023-03-25,Shanghai,Café lavender latte,5.39,27,145.53
2023-07-02,Singapore,Flat White,5.59,20,111.8
2023-01-03,Beijing,Café strawberry latte,4.85,8,38.8
2023-09-22,Istanbul,Café strawberry latte,4.79,22,105.38
2023-07-20,Melbourne,Café cinnamon roll latte,4.14,22,91.08
2023-04-01,Buenos Aires,Café hazelnut mocha,4.34,30,130.2
2023-11-27,Singapore,Café peppermint latte,6.66,35,233.1
2023-11-02,Budapest,Café golden latte,2.85,32,91.2
2023-01-27,Casablanca,Cafe au Lait,4.5,27,121.5
2023-08-21,Lisbon,Café fig latte,4.12,20,82.4
2023-05-18,Tokyo,Café pumpkin pie latte,6.61,16,105.76
2023-11-10,Buenos Aires,Café pumpkin spice latte,3.04,19,57.76
2023-04-05,Vienna,Café chamomile latte,6.96,12,83.52
2023-04-15,Rome,Red Eye,2.59,19,49.21
2023-11-08,Karachi,Frappuccino,2.41,23,55.43
2023-06-01,Dubai,Ristretto,4.63,25,115.75
2023-07-07,Lisbon,Café Marocchino,6.01,16,96.16
2023-06-29,Sydney,Café cranberry latte,7.35,21,154.35
2023-12-01,Prague,Irish Coffee,5.3,32,169.6
2023-07-03,Nairobi,Café pineapple latte,2.22,21,46.62
2023-03-20,Kathmandu,Café ginger latte,2.56,27,69.12
2023-03-07,Berlin,Café lemongrass latte,4.52,11,49.72
2023-07-02,Toronto,Café pumpkin spice latte,5.84,32,186.88
2023-12-29,Dhaka,Café London fog,2.42,11,26.62
2023-05-09,Brussels,Café mixed berry latte,5.55,12,66.6
2023-01-22,Casablanca,Café con Panna,4.69,40,187.6
2023-10-20,Surat,Café dirty chai,3.09,14,43.26
